x,y,z,electrode1,electrode2,class
0.009022775940871863,0.3202951314676371,0.748649293468794,0.7087470310581074,0.4803639150908554,right
0.24265403591322798,0.543954078262304,0.6510537426899095,0.44586851477359046,0.09148053322067062,left
0.9335483922469272,0.2161990798201192,0.5441249005733102,0.8778886837445089,0.4872628066959491,right
0.08890399799719784,0.5702959372799532,0.06951257555487289,0.5390421385422646,0.3169831528876119,back
0.40646377805701916,0.6337938819006642,0.16711244492993327,0.814629071172092,0.5905586952157905,left
0.8641528916508798,0.22430605466011655,0.23690665840038094,0.5593951974045667,0.0670942643442588,back
0.7117366893713225,0.872423021294265,0.05331428310578201,0.1897596023990249,0.1831583025313982,back
0.12891070523148607,0.18488506837385676,0.5240793386875373,0.8022733829721606,0.6112964245409938,left
0.6518092518949212,0.39121201632038327,0.2563621521208945,0.25835519192895084,0.20935776392088834,left
0.7864060920369136,0.5952653912547933,0.9500333767407775,0.25804369517702586,0.8083488607655729,front
0.32660291849293954,0.7651735155532248,0.8829226302144756,0.20860480548955418,0.32086316549180327,right
0.2135859139636369,0.6883102584151014,0.9868952871488104,0.04080751935710947,0.2086947917805292,left
0.15160127532996137,0.9052532225189628,0.7539465622570786,0.473632022944372,0.5300839873293026,back
0.4492696428159496,0.9806524677876688,0.14800405542672934,0.28152445890620703,0.4430140316788945,back
0.6286522728404524,0.4890681118136425,0.1504767810053378,0.04727238657718913,0.47105732722439,right
0.4452862497477921,0.0017501792692339313,0.2716256829363769,0.21281695373331377,0.2539122733482686,left
0.8888124107071919,0.5962535881025163,0.9910971964625295,0.7709016444136236,0.9706483013167806,right
0.6847220014295237,0.6574272767975615,0.11658490049531911,0.06383134244100797,0.19697766999331368,back
0.9053811891429495,0.6458251873813495,0.4482601045659622,0.9669307484125641,0.8452775406460111,left
0.4065616200948894,0.005486257695787478,0.7686840675746844,0.09829750663231374,0.1209960346833675,right
0.8648597303560887,0.7449996818020507,0.8822655364126679,0.6519537382738694,0.5167908576972077,front
0.755722598597721,0.7149776192356547,0.22864157384031336,0.3439724262603283,0.8087140952930629,front
0.7598811466474964,0.6097261487747878,0.7507584055885387,0.24561400571170522,0.13004394070244885,right
0.3162381291163979,0.56607031517883,0.28204730514296694,0.30278443847571723,0.4078554808974595,left
0.38477248408193465,0.9656107387451903,0.8083289791997653,0.6799621139869172,0.8851317057406908,left
0.7102791830123755,0.191429281708561,0.5612811556116287,0.12903648517249622,0.47978661477522944,left
0.21875355059844093,0.31664331831350556,0.05627688840230083,0.9410559657509008,0.5931702569746902,back
0.8119871951496697,0.9727535561404078,0.42675750876365903,0.2151700778221718,0.04206608070051154,left
0.447788035070828,0.8941409548851977,0.5644862631392142,0.9877564026717505,0.48030576438552064,front
0.07948841512537197,0.6886261171289674,0.5883928978845403,0.20634095890306858,0.8163508465645624,front
0.5476231850819433,0.20179320339515494,0.9781348282525285,0.959361542040138,0.3985037346434058,left
0.96242257960578,0.3896128941676966,0.10131232528481782,0.1836629028887644,0.14593097692037993,left
0.8424838362218728,0.35735143996738483,0.8794420809665444,0.5140640251818301,0.1891241389570012,back
0.1294061853501769,0.9533812629322389,0.15507986682805663,0.23615162296673764,0.9831451460628399,front
0.2108264860684277,0.3645749565430332,0.6654763923152082,0.05266136636746299,0.9304626118245645,right
0.3662189996429519,0.5104776882355009,0.6852766106032537,0.7617195127731056,0.487249729670421,left
0.6947774975690514,0.65837549799037,0.14772324980678597,0.27947670437393624,0.9858253383835445,right
0.08749077860718601,0.025551976417564903,0.8811639273725176,0.7832193942591789,0.04198067080808221,back
0.6291555777855956,0.7024081130059252,0.12449776318156947,0.8566960854067257,0.5449134914694188,right
0.4787717309538355,0.28159003176321307,0.36528808550913294,0.5517809339029183,0.22828237484602654,back
0.06849690514600049,0.08976514579825068,0.3210159069803572,0.9997809988573606,0.24142752500039955,back
0.5698737548449995,0.5980603019841689,0.946761856284439,0.07863746086336065,0.8586120039255521,back
0.8155721029210151,0.8377621980395922,0.19123953065465515,0.06652674030997263,0.692675269808001,right
0.6171272658968694,0.2843874569903566,0.4608015916952972,0.6333145344240598,0.6227179487018198,right
0.3607636499803387,0.6936809627757752,0.321363124203661,0.9406922036456462,0.20094654242129917,left
0.7548168503346692,0.14656469154621243,0.32384582659305206,0.4372928110738553,0.13220049947925938,front
0.3342659077759309,0.4762954497559736,0.6672411116009758,0.9964333193580496,0.15637944951632532,front
0.5678196639359718,0.8193793308482679,0.3354750667624472,0.28620302089105665,0.9962231103016568,left
0.09856659557430314,0.6432053351810479,0.8533210600141031,0.011458417986964675,0.9961730715092781,right
0.17518262105320803,0.4166330650136587,0.4084632641271153,0.6243569805987901,0.2526377486469029,back
0.2450001032723741,0.1582888895175273,0.2661189528310297,0.08470525162415077,0.0488720592003945,left
0.752629909612292,0.07284263353874532,0.5285649979791822,0.282218577053155,0.1738802671718782,back
0.7094149118727145,0.3752797125282764,0.7859691493511711,0.14215386265533014,0.8144037966611057,left
0.5713840707021063,0.6347029980016577,0.3234406963972367,0.3067608404232264,0.052903282193411005,right
0.3757826121759593,0.2605423854069766,0.6030482718716059,0.11375798568632445,0.5999415711768558,right
0.9741926758980926,0.015407749375808799,0.4024808870806167,0.11237039719613184,0.5232588940886107,back
0.5359959311479428,0.0706316446837405,0.6863846773465744,0.485115823410866,0.893900802018178,left
0.9921016798677791,0.7907486727270605,0.9357003982421335,0.7310226473342487,0.8795247622920844,front
0.5497392080721666,0.32026205459040835,0.6283410225755357,0.4017148761923177,0.9034203757459333,right
0.34702003854116703,0.3771529027000041,0.5920585822472547,0.4764522550315051,0.8722934105746819,back
0.24155089366761096,0.7300737757631021,0.5363380653383201,0.37201515076503455,0.447742166242862,right
0.0075563997830868646,0.8167643572082826,0.020597340068082892,0.24097100832996865,0.6111558469143162,back
0.8084628229937378,0.14751124604623056,0.7392557168273216,0.20206038268614146,0.529947716216628,front
0.060569614656067916,0.38642821965986296,0.7424314577168836,0.8444407973299825,0.701291130904344,back
0.28018936272354134,0.9461173782693583,0.7779231964758803,0.018531525336671573,0.2471986501596597,back
0.8147450427901965,0.2296545790278386,0.5128471269068731,0.3230171691432018,0.9482461240232446,front
0.4357634294208096,0.7010371231154253,0.21918630566167419,0.9909287292333168,0.9539686631656067,right
0.795838923672271,0.35317526731779003,0.4073450297812611,0.05095154462637119,0.39626068791818203,front
0.7173629762380905,0.8548630053081462,0.3850133444823304,0.5306260878966329,0.5733090606081175,back
0.6781224946125133,0.04016217330931626,0.5810398135246071,0.28490482059005684,0.1608517910909617,left
0.28296276942683063,0.3368619697273143,0.04772158863649112,0.8976168310851074,0.5186812913135237,right
0.577356583549828,0.10614840979929219,0.21621580858364253,0.7091583550534944,0.7127918558675663,left
0.9312524805578728,0.5192822971462945,0.06202220665904179,0.011482623314578722,0.7493697479418859,front
0.3618163241339759,0.1580652636101838,0.9772241515341517,0.4064107354208373,0.5465102002260319,front
0.7151039285523138,0.5084801190381406,0.38646764799416566,0.1520198620935812,0.8034425976029014,left
0.9581926907418794,0.3739271580826795,0.7853755692325164,0.440959230473987,0.13645132877345367,back
0.8804904439168636,0.7681389336069344,0.5285769878146891,0.9734113170824885,0.7033664514473094,right
0.6954054535492518,0.3989699368267552,0.41415922248817727,0.22341286108861214,0.3291118483558597,back
0.9246186957371725,0.69932061187917,0.5639973871005797,0.5825066625337079,0.4909389499959974,right
0.07624656295657462,0.7796913536398252,0.49080901145080125,0.9035867761210788,0.613112872090627,left
0.3464836740608098,0.9197138106624381,0.8179003580050546,0.915682812895344,0.6112030748448717,back
0.12752501837582042,0.4283825437920513,0.8421078213771801,0.302435687939947,0.727463271325524,left
0.46412173779267785,0.20079702244804776,0.3616555583895833,0.6584592034432963,0.8195782331558218,left
0.399598662449936,0.7576082948918106,0.4157625480778253,0.4957466303921033,0.1410447807039703,right
0.6192757616248413,0.2318407722558783,0.647788646573082,0.9149402549807512,0.9839481856988254,left
0.72925911077336,0.7366556625012146,0.47371252860786084,0.253654176740284,0.7230223179472367,right
